subscription_id,customer_id,plan_id,start_date,end_date,subscription_status,cancellation_reason
S052699,C009429,1,2025-02-04,2026-12-04,Cancelled,Too Expensive
S052700,C015255,2,2025-03-23,,Active,
S052701,C043971,2,2024-02-29,2025-06-29,Cancelled,Technical Issues
S052702,C022833,2,2023-07-01,,Active,
S052703,C010077,2,2025-01-02,,Active,
S052704,C016945,1,2025-03-16,,Active,
S052705,C044812,1,2025-06-11,,Active,
S052706,C010033,2,2024-04-28,,Active,
S052707,C028604,2,2023-10-04,,Active,
S052708,C040731,2,2024-08-19,2024-09-19,Cancelled,Low Engagement
S052709,C003496,2,2024-07-15,,Active,
S052710,C017176,1,2023-11-30,,Active,
S052711,C030674,2,2025-06-03,,Active,
S052712,C013476,1,2025-11-14,,Active,
S052713,C025655,1,2025-01-24,,Active,
S052714,C022938,1,2024-08-23,,Active,
S052715,C023144,1,2024-08-15,,Active,
S052716,C034465,1,2023-09-12,2025-06-12,Cancelled,Not Enough Content
S052717,C039282,2,2023-01-22,,Active,
S052718,C035134,2,2024-05-04,,Active,
S052719,C008247,2,2025-02-05,,Active,
S052720,C039631,3,2024-07-22,2025-10-22,Cancelled,Technical Issues
S052721,C012743,2,2025-05-14,2025-08-14,Cancelled,Too Expensive
S052722,C004903,2,2025-04-27,,Active,
S052723,C035807,2,2024-12-10,,Active,
S052724,C008837,2,2025-09-10,,Active,
S052725,C021830,2,2024-11-18,,Active,
S052726,C022039,3,2023-11-09,,Active,
S052727,C008605,2,2025-04-22,,Active,
S052728,C048409,2,2023-10-28,2024-06-28,Cancelled,Low Engagement
S052729,C028986,2,2024-04-12,2026-04-12,Cancelled,Low Engagement
S052730,C002354,2,2024-09-03,2026-06-03,Cancelled,Not Enough Content
S052731,C031809,2,2025-01-05,2026-03-05,Cancelled,Too Expensive
S052732,C031509,2,2023-10-14,,Active,
S052733,C020342,2,2023-06-09,,Active,
S052734,C039440,2,2023-11-18,,Active,
S052735,C029052,3,2024-05-04,2024-06-04,Cancelled,Switched to Competitor
S052736,C015274,3,2023-08-31,,Active,
S052737,C015657,2,2024-08-21,2025-06-21,Cancelled,Switched to Competitor
S052738,C019393,2,2023-07-22,,Active,
S052739,C030113,1,2024-08-25,,Active,
S052740,C016290,2,2023-11-22,,Active,
S052741,C044943,2,2025-05-02,2025-10-02,Cancelled,Technical Issues
S052742,C006871,2,2024-05-10,,Active,
S052743,C012687,2,2024-09-24,,Active,
S052744,C008501,2,2025-01-12,,Active,
S052745,C003733,1,2023-10-08,,Active,
S052746,C020587,2,2023-12-13,,Active,
S052747,C032347,2,2024-02-05,,Active,
S052748,C023345,2,2023-06-11,,Active,
S052749,C038316,1,2025-05-24,2025-08-24,Cancelled,Switched to Competitor
S052750,C029481,2,2023-03-30,,Active,
S052751,C038238,1,2024-02-23,,Active,
S052752,C014097,2,2025-03-14,,Active,
S052753,C037718,2,2024-12-19,,Active,
S052754,C025323,2,2023-12-18,,Active,
S052755,C038827,3,2024-08-05,,Active,
S052756,C037405,3,2023-12-08,2024-05-08,Cancelled,Not Enough Content
S052757,C035055,2,2023-10-24,,Active,
S052758,C033479,3,2024-12-05,2025-04-05,Cancelled,Low Engagement
S052759,C033629,3,2024-11-20,2024-12-20,Cancelled,Low Engagement
S052760,C026651,2,2024-04-10,2024-06-10,Cancelled,Technical Issues
S052761,C004483,2,2023-02-20,,Active,
S052762,C027124,2,2025-02-12,2025-12-12,Cancelled,Not Enough Content
S052763,C046046,2,2024-02-11,,Active,
S052764,C016009,2,2025-11-02,,Active,
S052765,C023465,3,2024-03-23,,Active,
S052766,C038174,2,2024-05-09,,Active,
S052767,C037863,1,2025-04-05,,Active,
S052768,C000419,2,2025-11-08,2027-01-08,Cancelled,Not Enough Content
S052769,C008989,2,2024-07-05,,Active,
S052770,C029906,1,2024-08-22,,Active,
S052771,C035634,1,2024-09-26,,Active,
S052772,C045401,1,2025-01-03,2026-07-03,Cancelled,Technical Issues
S052773,C040323,2,2024-10-28,2026-02-28,Cancelled,Switched to Competitor
S052774,C005667,2,2025-11-12,,Active,
S052775,C004080,2,2024-06-15,,Active,
S052776,C005774,1,2025-10-30,2027-06-30,Cancelled,Technical Issues
S052777,C017844,1,2025-07-01,,Active,
S052778,C040167,2,2025-06-07,2026-10-07,Cancelled,Too Expensive
S052779,C012444,2,2024-06-23,,Active,
S052780,C034332,2,2024-04-27,2025-04-27,Cancelled,Switched to Competitor
S052781,C030411,1,2025-02-24,,Active,
S052782,C037596,1,2023-02-28,,Active,
S052783,C002679,1,2023-07-13,,Active,
S052784,C042037,2,2024-10-09,,Active,
S052785,C032656,2,2024-10-03,,Active,
S052786,C022735,2,2024-01-06,,Active,
S052787,C008202,2,2026-01-02,2026-06-02,Cancelled,Technical Issues
S052788,C028249,1,2025-05-18,2025-08-18,Cancelled,Not Enough Content
S052789,C030924,1,2025-12-11,,Active,
S052790,C024005,2,2023-10-08,,Active,
S052791,C021846,1,2024-07-31,,Active,
S052792,C042852,1,2024-10-11,,Active,
S052793,C012933,2,2025-01-30,2025-03-30,Cancelled,Not Enough Content
S052794,C039870,2,2025-09-30,,Active,
S052795,C019586,3,2023-02-10,,Active,
S052796,C047837,2,2023-06-23,,Active,
S052797,C005022,2,2025-06-03,,Active,
S052798,C032854,2,2025-11-19,,Active,
S052799,C004453,1,2023-08-02,,Active,
S052800,C016544,3,2023-12-04,,Active,
S052801,C048439,3,2024-07-25,,Active,
S052802,C039794,2,2025-02-14,,Active,
S052803,C027581,2,2024-02-07,,Active,
S052804,C001292,2,2023-02-14,,Active,
S052805,C013544,1,2024-10-25,,Active,
S052806,C004631,1,2024-03-29,2024-05-29,Cancelled,Not Enough Content
S052807,C015227,2,2024-05-25,,Active,
S052808,C029426,2,2024-06-07,,Active,
S052809,C026765,2,2023-07-26,2024-12-26,Cancelled,Technical Issues
S052810,C021256,2,2024-02-23,,Active,
S052811,C011032,2,2024-12-07,,Active,
S052812,C001178,2,2023-01-03,,Active,
S052813,C012651,2,2024-06-09,2025-04-09,Cancelled,Not Enough Content
S052814,C001759,1,2025-04-19,,Active,
S052815,C033830,2,2024-11-26,,Active,
S052816,C040852,1,2024-07-27,2026-01-27,Cancelled,Not Enough Content
S052817,C009770,1,2025-05-23,,Active,
S052818,C023312,2,2025-08-13,2026-10-13,Cancelled,Technical Issues
S052819,C033408,1,2025-12-23,,Active,
S052820,C010767,1,2023-02-28,,Active,
S052821,C013344,1,2024-09-28,,Active,
S052822,C002013,2,2023-04-18,,Active,
S052823,C016134,1,2024-08-13,2025-07-13,Cancelled,Too Expensive
S052824,C027149,1,2023-11-21,2024-09-21,Cancelled,Low Engagement
S052825,C018442,1,2025-05-30,2025-11-30,Cancelled,Switched to Competitor
S052826,C014743,2,2025-08-19,,Active,
S052827,C031006,1,2024-12-14,,Active,
S052828,C028884,1,2025-03-27,,Active,
S052829,C043997,2,2024-07-13,,Active,
S052830,C005336,1,2025-01-13,,Active,
S052831,C030285,2,2023-01-26,2024-01-26,Cancelled,Switched to Competitor
S052832,C000057,1,2023-07-27,,Active,
S052833,C010649,1,2024-02-01,2025-12-01,Cancelled,Technical Issues
S052834,C019351,1,2025-12-30,,Active,
S052835,C011418,2,2023-06-10,,Active,
S052836,C015873,3,2024-12-15,,Active,
S052837,C039807,2,2025-06-16,,Active,
S052838,C009961,2,2023-05-31,,Active,
S052839,C028450,3,2024-10-07,,Active,
S052840,C039200,1,2023-10-25,2024-09-25,Cancelled,Technical Issues
S052841,C001210,2,2025-12-05,,Active,
S052842,C035977,1,2025-03-30,2027-02-28,Cancelled,Not Enough Content
S052843,C031189,1,2024-07-02,,Active,
S052844,C025019,2,2024-05-02,,Active,
S052845,C013314,3,2025-03-14,,Active,
S052846,C031316,1,2023-02-16,2024-04-16,Cancelled,Not Enough Content
S052847,C042318,1,2024-12-01,,Active,
S052848,C029278,2,2024-03-23,,Active,
S052849,C010770,1,2024-12-23,2026-11-23,Cancelled,Switched to Competitor
S052850,C049299,2,2024-08-31,,Active,
S052851,C021044,1,2024-07-23,,Active,
S052852,C021509,3,2024-02-12,,Active,
S052853,C029661,2,2023-09-19,2025-02-19,Cancelled,Switched to Competitor
S052854,C031875,3,2023-10-16,,Active,
S052855,C046338,1,2025-10-03,,Active,
S052856,C027238,1,2024-10-28,,Active,
S052857,C013869,1,2025-07-15,,Active,
S052858,C032088,2,2023-04-12,,Active,
S052859,C044885,1,2024-07-20,,Active,
S052860,C022477,1,2025-03-11,,Active,
S052861,C003120,3,2023-09-09,,Active,
S052862,C037581,2,2023-07-29,2024-08-29,Cancelled,Too Expensive
S052863,C044092,2,2025-11-02,,Active,
S052864,C045415,2,2025-02-18,,Active,
S052865,C021049,2,2024-07-17,,Active,
S052866,C032143,1,2024-03-23,,Active,
S052867,C035425,2,2025-12-21,2026-05-21,Cancelled,Not Enough Content
S052868,C048356,2,2025-11-21,,Active,
S052869,C031345,3,2024-11-14,,Active,
S052870,C008155,2,2025-06-14,2025-12-14,Cancelled,Technical Issues
S052871,C008683,1,2023-08-26,,Active,
S052872,C024727,3,2024-08-08,2025-02-08,Cancelled,Technical Issues
S052873,C009928,1,2025-10-30,,Active,
S052874,C023396,3,2025-07-22,,Active,
S052875,C036206,2,2024-10-18,,Active,
S052876,C003949,1,2023-07-08,,Active,
S052877,C017408,1,2024-09-05,,Active,
S052878,C027390,1,2025-12-16,2027-08-16,Cancelled,Low Engagement
S052879,C002572,1,2024-06-30,,Active,
S052880,C000927,3,2023-03-03,,Active,
S052881,C020181,1,2025-02-27,,Active,
S052882,C032553,1,2025-01-14,2025-03-14,Cancelled,Too Expensive
S052883,C037512,2,2023-01-17,,Active,
S052884,C038626,1,2025-03-27,,Active,
S052885,C004162,2,2025-02-04,,Active,
S052886,C017885,2,2024-04-01,,Active,
S052887,C020408,1,2023-01-22,,Active,
S052888,C017890,1,2023-01-20,2025-01-20,Cancelled,Not Enough Content
S052889,C008426,1,2024-05-16,2026-02-16,Cancelled,Low Engagement
S052890,C002266,1,2024-09-04,2025-08-04,Cancelled,Switched to Competitor
S052891,C017981,2,2023-06-06,,Active,
S052892,C026180,1,2023-06-10,,Active,
S052893,C046227,1,2023-06-21,2024-03-21,Cancelled,Too Expensive
S052894,C028961,2,2025-05-01,,Active,
S052895,C022678,2,2023-11-29,2024-09-29,Cancelled,Low Engagement
S052896,C008805,2,2025-08-29,2025-12-29,Cancelled,Low Engagement
S052897,C033394,2,2024-05-25,,Active,
S052898,C045978,1,2024-02-21,,Active,
S052899,C010077,1,2025-01-02,,Active,
S052900,C039491,1,2025-04-12,,Active,
S052901,C031896,3,2025-01-14,,Active,
S052902,C010718,1,2023-09-20,,Active,
S052903,C006368,2,2025-11-16,,Active,
S052904,C030701,2,2024-10-25,,Active,
S052905,C034373,2,2023-09-29,,Active,
S052906,C047155,2,2023-12-28,,Active,
S052907,C049235,2,2024-12-20,,Active,
S052908,C027931,1,2025-08-10,,Active,
S052909,C038487,2,2023-02-28,,Active,
S052910,C017674,2,2024-07-30,2025-10-30,Cancelled,Technical Issues
S052911,C001792,2,2024-01-19,,Active,
S052912,C001084,2,2024-09-25,,Active,
S052913,C046263,1,2024-07-27,2024-10-27,Cancelled,Technical Issues
S052914,C035794,2,2025-04-14,,Active,
S052915,C030185,2,2023-08-19,2023-09-19,Cancelled,Switched to Competitor
S052916,C003709,3,2025-08-10,,Active,
S052917,C039831,1,2025-12-02,,Active,
S052918,C027161,3,2025-03-18,,Active,
S052919,C003055,2,2025-06-01,,Active,
S052920,C035972,2,2025-12-10,2026-12-10,Cancelled,Technical Issues
S052921,C018847,1,2023-02-12,,Active,
S052922,C009078,1,2024-08-29,,Active,
S052923,C030308,1,2025-02-06,,Active,
S052924,C012144,1,2024-10-17,2025-11-17,Cancelled,Low Engagement
S052925,C045733,2,2024-06-16,,Active,
S052926,C037015,3,2023-03-26,2024-07-26,Cancelled,Low Engagement
S052927,C011629,2,2025-07-13,,Active,
S052928,C012235,2,2023-07-30,2024-02-29,Cancelled,Switched to Competitor
S052929,C031237,2,2024-09-06,,Active,
S052930,C002884,1,2024-06-02,,Active,
S052931,C007865,1,2025-02-18,,Active,
S052932,C048363,2,2024-09-10,,Active,
S052933,C030812,1,2025-02-04,2026-10-04,Cancelled,Low Engagement
S052934,C035361,2,2025-02-02,2027-02-02,Cancelled,Switched to Competitor
S052935,C031045,3,2025-02-10,,Active,
S052936,C028196,3,2025-08-23,,Active,
S052937,C027943,1,2023-04-18,,Active,
S052938,C037245,1,2023-08-02,,Active,
S052939,C026227,1,2024-12-08,,Active,
S052940,C048666,1,2023-04-02,2023-09-02,Cancelled,Switched to Competitor
S052941,C026688,1,2025-07-06,,Active,
S052942,C014237,2,2023-09-26,2025-05-26,Cancelled,Not Enough Content
S052943,C028669,3,2023-07-09,2024-02-09,Cancelled,Low Engagement
S052944,C021128,2,2024-02-11,,Active,
S052945,C016869,2,2024-06-23,,Active,
S052946,C030148,2,2023-11-26,2025-10-26,Cancelled,Switched to Competitor
S052947,C040539,1,2024-12-27,,Active,
S052948,C021213,1,2025-06-17,,Active,
S052949,C009752,2,2025-12-05,,Active,
S052950,C034979,1,2023-02-13,,Active,
S052951,C000817,1,2023-08-21,2025-05-21,Cancelled,Technical Issues
S052952,C001832,2,2025-02-08,2026-04-08,Cancelled,Technical Issues
S052953,C027889,1,2024-03-16,,Active,
S052954,C028286,2,2023-01-23,2024-08-23,Cancelled,Too Expensive
S052955,C039704,1,2024-02-10,,Active,
S052956,C024401,2,2025-09-26,,Active,
S052957,C019816,1,2024-02-10,,Active,
S052958,C014798,2,2025-11-30,,Active,
S052959,C029500,2,2023-12-15,,Active,
S052960,C019151,1,2025-11-11,,Active,
S052961,C028241,1,2023-01-14,,Active,
S052962,C019175,2,2024-02-13,,Active,
S052963,C002593,2,2024-11-11,2025-01-11,Cancelled,Not Enough Content
S052964,C048509,2,2024-07-14,2025-10-14,Cancelled,Low Engagement
S052965,C002266,1,2024-09-05,,Active,
S052966,C026194,1,2024-01-18,,Active,
S052967,C042336,3,2023-09-06,,Active,
S052968,C011977,1,2023-12-07,2024-01-07,Cancelled,Too Expensive
S052969,C027910,2,2025-11-16,,Active,
S052970,C022860,1,2023-10-31,2024-11-30,Cancelled,Too Expensive
S052971,C014900,1,2023-01-30,,Active,
S052972,C047314,2,2024-05-24,,Active,
S052973,C043159,2,2024-04-21,,Active,
S052974,C017536,2,2025-05-20,,Active,
S052975,C023999,1,2024-01-21,,Active,
S052976,C024000,3,2024-01-06,,Active,
S052977,C041286,3,2025-09-01,2026-06-01,Cancelled,Too Expensive
S052978,C040300,2,2024-12-26,,Active,
S052979,C022776,1,2023-11-13,,Active,
S052980,C004660,2,2025-09-24,,Active,
S052981,C024023,2,2024-04-06,2026-02-06,Cancelled,Switched to Competitor
S052982,C044039,2,2025-11-10,,Active,
S052983,C003440,2,2025-04-15,2026-09-15,Cancelled,Not Enough Content
S052984,C031177,2,2025-08-10,,Active,
S052985,C009052,2,2023-03-14,,Active,
S052986,C006881,1,2023-07-06,,Active,
S052987,C048487,2,2024-04-27,2026-01-27,Cancelled,Low Engagement
S052988,C046593,3,2023-04-07,2024-08-07,Cancelled,Too Expensive
S052989,C022323,2,2024-03-27,2024-08-27,Cancelled,Low Engagement
S052990,C035794,1,2025-04-07,,Active,
S052991,C012320,2,2024-12-09,,Active,
S052992,C046877,2,2025-08-28,2027-07-28,Cancelled,Not Enough Content
S052993,C024095,1,2023-08-22,,Active,
S052994,C046571,1,2024-11-05,,Active,
S052995,C018060,3,2023-11-13,,Active,
S052996,C002123,2,2025-01-16,2025-09-16,Cancelled,Low Engagement
S052997,C042741,3,2023-02-12,2024-01-12,Cancelled,Too Expensive
S052998,C043784,3,2023-05-11,,Active,
S052999,C022646,2,2024-11-03,,Active,
S053000,C030970,1,2025-09-10,2027-02-10,Cancelled,Technical Issues
S053001,C005785,1,2023-09-17,,Active,
S053002,C036300,2,2025-01-23,,Active,
S053003,C043089,2,2024-12-06,,Active,
S053004,C028589,2,2025-03-22,,Active,
S053005,C024530,1,2025-04-29,,Active,
S053006,C017432,2,2024-08-23,2026-08-23,Cancelled,Technical Issues
S053007,C042862,1,2023-08-05,,Active,
S053008,C046702,2,2023-03-27,,Active,
S053009,C030025,2,2025-07-06,,Active,
S053010,C006272,1,2025-06-22,2026-01-22,Cancelled,Technical Issues
S053011,C000532,1,2025-10-26,,Active,
S053012,C047894,3,2023-04-19,,Active,
S053013,C021993,1,2025-01-31,,Active,
S053014,C005990,2,2024-08-25,2026-02-25,Cancelled,Technical Issues
S053015,C026704,2,2024-10-04,2026-07-04,Cancelled,Low Engagement
S053016,C020076,2,2025-03-02,,Active,
S053017,C001099,2,2023-07-14,2025-02-14,Cancelled,Technical Issues
S053018,C040856,1,2023-01-21,,Active,
S053019,C034398,3,2024-02-22,,Active,
S053020,C021542,1,2023-09-29,,Active,
S053021,C041186,2,2023-05-24,2025-03-24,Cancelled,Too Expensive
S053022,C013623,1,2025-06-16,2027-04-16,Cancelled,Technical Issues
S053023,C026473,1,2023-02-23,,Active,
S053024,C021808,3,2023-04-28,,Active,
S053025,C011515,2,2024-03-10,,Active,
S053026,C035521,1,2024-05-26,,Active,
S053027,C025055,1,2025-01-15,,Active,
S053028,C012740,1,2024-05-27,,Active,
S053029,C005168,1,2023-08-18,2024-07-18,Cancelled,Technical Issues
S053030,C007657,2,2025-06-29,2025-09-29,Cancelled,Too Expensive
S053031,C038646,1,2024-01-18,2025-04-18,Cancelled,Technical Issues
S053032,C027761,1,2025-09-27,2026-09-27,Cancelled,Not Enough Content
S053033,C027079,1,2024-06-12,2026-03-12,Cancelled,Not Enough Content
S053034,C030688,2,2023-06-27,2023-11-27,Cancelled,Switched to Competitor
S053035,C045111,2,2023-04-27,,Active,
S053036,C044927,2,2023-08-27,2023-10-27,Cancelled,Low Engagement
S053037,C030887,2,2023-08-03,,Active,
S053038,C009397,1,2025-03-20,2026-01-20,Cancelled,Too Expensive
S053039,C026432,1,2025-04-10,,Active,
S053040,C012539,2,2024-08-23,2025-11-23,Cancelled,Technical Issues
S053041,C030194,1,2024-05-19,2025-09-19,Cancelled,Technical Issues
S053042,C003296,1,2024-08-16,,Active,
S053043,C020304,2,2025-05-06,,Active,
S053044,C015857,1,2025-05-04,,Active,
S053045,C043760,2,2023-07-06,,Active,
S053046,C027696,2,2025-04-01,2025-05-01,Cancelled,Too Expensive
S053047,C008395,2,2023-08-30,,Active,
S053048,C040634,1,2024-12-15,2025-02-15,Cancelled,Switched to Competitor
S053049,C037637,2,2023-10-17,,Active,
S053050,C005186,2,2023-04-17,,Active,
S053051,C013688,3,2024-08-31,,Active,
S053052,C039274,1,2025-03-07,2026-01-07,Cancelled,Technical Issues
S053053,C018473,1,2024-06-10,,Active,
S053054,C041003,3,2025-05-12,,Active,
S053055,C020879,2,2025-10-16,,Active,
S053056,C031090,2,2023-02-15,,Active,
S053057,C001380,1,2024-09-29,,Active,
S053058,C041753,2,2024-11-26,,Active,
S053059,C011195,3,2025-08-23,,Active,
S053060,C014115,2,2024-01-10,2025-06-10,Cancelled,Too Expensive
S053061,C006186,2,2023-01-26,2023-08-26,Cancelled,Not Enough Content
S053062,C042012,1,2025-03-26,,Active,
S053063,C017263,3,2025-05-23,,Active,
S053064,C018613,2,2025-04-12,,Active,
S053065,C031599,2,2024-11-11,2026-10-11,Cancelled,Switched to Competitor
S053066,C039917,3,2024-04-07,,Active,
S053067,C007816,2,2024-01-03,,Active,
S053068,C001210,1,2025-12-02,,Active,
S053069,C036905,2,2024-11-05,,Active,
S053070,C030696,2,2024-05-11,,Active,
S053071,C041658,1,2023-12-13,,Active,
S053072,C045456,2,2023-07-28,,Active,
S053073,C030786,2,2024-11-29,2024-12-29,Cancelled,Not Enough Content
S053074,C025661,2,2023-06-04,2025-04-04,Cancelled,Not Enough Content
S053075,C043611,2,2023-06-20,,Active,
S053076,C040317,1,2023-02-07,,Active,
S053077,C046659,2,2024-08-23,2025-11-23,Cancelled,Technical Issues
S053078,C026602,1,2024-12-16,2026-01-16,Cancelled,Switched to Competitor
S053079,C013044,1,2024-06-05,2024-11-05,Cancelled,Too Expensive
S053080,C007420,1,2023-02-22,2024-05-22,Cancelled,Technical Issues
S053081,C048230,2,2025-04-10,,Active,
S053082,C033681,1,2024-10-26,2025-06-26,Cancelled,Too Expensive
S053083,C038025,3,2023-10-17,,Active,
S053084,C042683,1,2023-08-08,,Active,
S053085,C019778,1,2024-09-29,,Active,
S053086,C019868,1,2023-03-27,,Active,
S053087,C015546,1,2025-01-08,,Active,
S053088,C049680,2,2024-03-02,,Active,
S053089,C048091,3,2024-07-21,2025-01-21,Cancelled,Too Expensive
S053090,C006782,2,2023-02-16,2024-02-16,Cancelled,Too Expensive
S053091,C030664,1,2024-01-22,,Active,
S053092,C000663,1,2024-06-16,,Active,
S053093,C039836,2,2025-08-15,,Active,
S053094,C020034,2,2023-08-09,2024-07-09,Cancelled,Too Expensive
S053095,C005567,2,2024-04-22,,Active,
S053096,C032690,2,2023-06-13,,Active,
S053097,C026875,2,2024-06-06,2025-01-06,Cancelled,Too Expensive
S053098,C042256,2,2023-09-07,,Active,
S053099,C016592,1,2025-12-19,2027-06-19,Cancelled,Switched to Competitor
S053100,C010641,2,2024-10-02,,Active,
S053101,C011090,2,2023-12-26,,Active,
S053102,C029856,2,2024-09-23,,Active,
S053103,C032816,2,2025-07-10,2026-01-10,Cancelled,Too Expensive
S053104,C043270,1,2023-02-25,,Active,
S053105,C021042,3,2023-11-30,,Active,
S053106,C047989,2,2023-02-10,2024-05-10,Cancelled,Technical Issues
S053107,C018847,1,2023-02-14,,Active,
S053108,C045418,1,2024-06-07,2026-06-07,Cancelled,Too Expensive
S053109,C044983,3,2025-02-04,,Active,
S053110,C025681,1,2025-08-20,2026-06-20,Cancelled,Technical Issues
S053111,C041704,2,2025-09-13,2026-04-13,Cancelled,Technical Issues
S053112,C025018,2,2023-04-22,2024-10-22,Cancelled,Not Enough Content
S053113,C032325,1,2023-01-11,2023-09-11,Cancelled,Switched to Competitor
S053114,C045447,1,2025-10-12,,Active,
S053115,C044760,1,2024-02-04,2024-07-04,Cancelled,Too Expensive
S053116,C030128,1,2024-06-25,2026-05-25,Cancelled,Low Engagement
S053117,C024987,2,2023-11-21,,Active,
S053118,C041846,3,2023-03-28,,Active,
S053119,C030917,2,2025-07-02,2026-08-02,Cancelled,Technical Issues
S053120,C034218,1,2025-01-04,2025-07-04,Cancelled,Technical Issues
S053121,C035552,1,2024-03-18,2024-08-18,Cancelled,Switched to Competitor
S053122,C009622,3,2023-09-24,,Active,
S053123,C007837,3,2023-02-18,,Active,
S053124,C040608,3,2023-10-10,,Active,
S053125,C029227,1,2025-06-30,2026-05-30,Cancelled,Too Expensive
S053126,C024997,2,2024-09-23,,Active,
S053127,C031770,2,2025-03-05,2025-05-05,Cancelled,Switched to Competitor
S053128,C009214,1,2023-10-06,2024-12-06,Cancelled,Too Expensive
S053129,C032604,1,2023-09-24,2024-04-24,Cancelled,Too Expensive
S053130,C023531,2,2023-10-19,,Active,
S053131,C029601,1,2025-10-23,2026-08-23,Cancelled,Low Engagement
S053132,C016230,3,2024-05-31,,Active,
S053133,C010909,2,2024-03-21,2025-08-21,Cancelled,Not Enough Content
S053134,C048238,1,2024-01-28,,Active,
S053135,C014961,2,2025-06-29,,Active,
S053136,C010060,1,2025-04-26,,Active,
S053137,C021314,1,2024-06-17,2025-01-17,Cancelled,Technical Issues
S053138,C030971,1,2025-03-27,,Active,
S053139,C040570,2,2024-11-17,2026-02-17,Cancelled,Technical Issues
S053140,C010275,1,2025-02-02,,Active,
S053141,C014142,1,2024-07-10,2025-03-10,Cancelled,Too Expensive
S053142,C033959,2,2025-04-20,,Active,
S053143,C040647,3,2023-04-22,,Active,
S053144,C025754,3,2024-09-18,,Active,
S053145,C029572,2,2023-07-09,,Active,
S053146,C035036,3,2024-05-03,2026-05-03,Cancelled,Switched to Competitor
S053147,C014815,1,2024-02-27,2025-12-27,Cancelled,Low Engagement
S053148,C016086,1,2023-04-30,2025-04-30,Cancelled,Not Enough Content
S053149,C022706,1,2023-08-11,,Active,
S053150,C020792,1,2023-04-01,,Active,
S053151,C017060,3,2024-06-11,,Active,
S053152,C026812,2,2025-12-12,,Active,
S053153,C011722,2,2024-02-10,2024-07-10,Cancelled,Low Engagement
S053154,C005063,1,2023-03-05,,Active,
S053155,C029688,3,2023-06-18,2024-02-18,Cancelled,Not Enough Content
S053156,C037951,1,2025-06-14,,Active,
S053157,C047825,3,2023-06-18,,Active,
S053158,C019285,1,2025-03-13,2025-04-13,Cancelled,Technical Issues
S053159,C046439,1,2024-11-15,,Active,
S053160,C046995,2,2025-11-24,,Active,
S053161,C045375,1,2023-02-27,,Active,
S053162,C029400,1,2024-06-21,,Active,
S053163,C036549,2,2024-06-12,,Active,
S053164,C045982,2,2025-01-13,,Active,
S053165,C000122,3,2024-07-01,,Active,
S053166,C003687,2,2023-01-15,,Active,
S053167,C004317,2,2023-11-24,2024-02-24,Cancelled,Technical Issues
S053168,C045552,3,2024-02-03,,Active,
S053169,C047890,2,2025-05-20,,Active,
S053170,C008916,1,2025-01-16,,Active,
S053171,C008372,3,2024-08-31,,Active,
S053172,C011157,3,2025-10-09,,Active,
S053173,C039377,3,2024-12-25,2025-09-25,Cancelled,Technical Issues
S053174,C019767,2,2023-09-14,,Active,
S053175,C026421,1,2024-12-19,,Active,
S053176,C018570,1,2023-09-05,2024-11-05,Cancelled,Technical Issues
S053177,C047688,3,2024-01-03,,Active,
S053178,C013521,2,2023-06-17,,Active,
S053179,C008231,2,2023-07-13,2024-04-13,Cancelled,Low Engagement
S053180,C019411,2,2025-05-30,2026-07-30,Cancelled,Technical Issues
S053181,C015564,1,2023-11-10,,Active,
S053182,C020349,2,2024-02-24,2025-06-24,Cancelled,Switched to Competitor
S053183,C020096,2,2023-09-08,,Active,
S053184,C014140,2,2025-05-29,2026-05-29,Cancelled,Not Enough Content
S053185,C013354,1,2024-01-18,,Active,
S053186,C036419,2,2025-10-16,,Active,
S053187,C018391,3,2024-07-19,,Active,
S053188,C007843,3,2025-04-30,,Active,
S053189,C031250,2,2025-07-19,2025-08-19,Cancelled,Technical Issues
S053190,C016253,1,2023-02-09,,Active,
S053191,C015885,1,2025-07-02,2026-03-02,Cancelled,Low Engagement
S053192,C031983,2,2024-02-26,2025-07-26,Cancelled,Low Engagement
S053193,C041651,1,2024-09-19,,Active,
S053194,C020253,3,2025-01-06,,Active,
S053195,C023424,2,2024-07-11,2024-09-11,Cancelled,Switched to Competitor
S053196,C045387,2,2024-03-23,2025-11-23,Cancelled,Not Enough Content
S053197,C043594,1,2023-03-02,2024-02-02,Cancelled,Technical Issues
S053198,C025096,2,2024-10-27,2026-10-27,Cancelled,Switched to Competitor
S053199,C033251,2,2024-09-03,,Active,
S053200,C017422,2,2025-01-03,,Active,
S053201,C002505,3,2023-02-11,,Active,
S053202,C025565,1,2024-01-05,2024-11-05,Cancelled,Technical Issues
S053203,C042058,2,2023-09-30,2023-12-30,Cancelled,Technical Issues
S053204,C006392,2,2023-08-06,,Active,
S053205,C039204,2,2025-09-27,,Active,
S053206,C028763,2,2025-11-15,2027-05-15,Cancelled,Switched to Competitor
S053207,C002162,2,2023-01-28,2023-12-28,Cancelled,Low Engagement
S053208,C013297,3,2025-10-17,2027-09-17,Cancelled,Not Enough Content
S053209,C033232,1,2023-04-09,,Active,
S053210,C023706,3,2025-01-25,2025-07-25,Cancelled,Not Enough Content
S053211,C007781,3,2024-07-11,2024-09-11,Cancelled,Too Expensive
S053212,C033014,2,2025-12-18,2026-07-18,Cancelled,Technical Issues
S053213,C019719,1,2025-01-27,,Active,
